pair,trt,temp,clip,color,genotype,tank,start.len,start.rhiz.diam,start.rhiz.len,no.shoots.pre.heat,no.shoots.post.heat,length1.T1,length2.T1,length3.T1,length4.T1,lengthtot.T1,days.T1,growth.rate.T1,no.shoots.preC1,no.shoots.postC1,dead.T1,dead.TR,dead.preC,dead.postC,status.bd,no.shoots.bd,width.bd,date.measured.bd,days.bd,length1.bd,length2.bd,length3.bd,length4.bd,length5.bd,length6.bd,length7.bd,lengthtot.bd,growthrate.bd,grazing,laby,ss.np,dessicated,flowering,gen.id,old,new,rhiz,roots,rhizbrokeT1,rhizbroke.TR,squashed,SS.lost,replicate,notes,,
11,C,cold,clip,B,DPL07,5,56.5,4,5.2,1,2,19.5,7,0,0,26.5,12,2.208333333,5,3,0,0,0,0,measured,1,0.3,29-Apr,13,7.4,4.6,2.1,1.2,0,0,0,15.3,1.176923077,0,0,0,0,0,171,0.014,NA,0.06,0.034,0,0,0,0,3,"B and/or R grazed after 2nd clip; note that leaf extension was measured, but there is no new biomass….put in old? ",,
11,D,hot,clip,R,CCH17,6,51.8,4,3.5,2,4,26,15,0,0,41,12,3.416666667,NA,NA,0,0,0,0,measured,5,0.8,30-Apr,14,17.4,22,6.5,17,0,0,0,62.9,4.492857143,1,0,0,0,0,127,0.322,0.24,0.194,0.215,1,0,0,0,3,,,
11,D,hot,clip,B,DPL07,6,56.4,4,5.7,2,2,1,19,25,0,45,12,3.75,6,8,0,0,0,0,measured,9,0.8,30-Apr,14,19.9,18,9.7,0,0,0,0,47.6,3.4,0,1,0,0,0,128,0.49,0.305,0.397,0.425,0,0,0,0,3,,,
12,A,cold,none,R,DPL18,5,72.2,4,2.3,2,2,24.1,18.2,0,0,42.3,12,3.525,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
12,A,cold,none,B,WPS20,5,69,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
12,B,hot,none,R,DPL18,6,68.1,4,3.9,2,3,26.2,26.1,0.6,0,52.9,12,4.408333333,0,1,0,0,0,0,measured,2,0.8,23-Apr,7,7.9,3.7,7.6,12.9,12.2,12.3,0,56.6,8.085714286,0,0,0,0,0,6,0.617,0.155,0.304,0.215,0,0,0,1,1,KILLED 1 SS,,
12,B,hot,none,B,WPS20,6,31.6,2,6,1,1,12.9,27.6,0,0,40.5,12,3.375,0,0,0,0,1,1,dead,0,0,23-Apr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
12,C,cold,clip,R,DPL18,5,71.9,4,2.1,1,3,27.4,22.6,0,0,50,12,4.166666667,NA,NA,0,0,0,0,measured,3,0.7,27-Apr,11,2.1,6.2,5,0,0,0,0,13.3,1.209090909,1,0,1,1,0,66,0.123,0.025,0.303,0.223,0,0,0,0,1,,,
12,C,cold,clip,B,WPS20,5,63.2,4,2.7,2,2,20,3,0,0,23,12,1.916666667,8,9,0,0,0,0,measured,7,0.5,27-Apr,11,10.5,9.4,12.9,0,0,0,0,32.8,2.981818182,1,0,3,1,1,65,0.211,0.056,0.303,0.384,0,0,0,0,1,,,
12,D,hot,clip,R,DPL18,6,62.6,3,3.5,3,2,23.5,32.5,4.7,0,60.7,12,5.058333333,NA,NA,0,0,0,1,dead,0,0,3-May,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
12,D,hot,clip,B,WPS20,6,39.7,4,2.9,1,2,31,22,0,0,53,12,4.416666667,5,4,0,0,0,0,measured,3,0.3,3-May,17,10,10.2,8.5,4.5,0,0,0,33.2,1.952941176,1,0,0,0,0,253,0.045,0.069,0.291,0.25,0,0,0,0,1,,,
13,A,cold,none,R,DPH14,5,33.9,4,3.2,1,1,3.8,3.5,0,0,7.3,12,0.608333333,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
13,A,cold,none,B,MML17,5,36.4,3,3.7,1,1,23.4,9.8,0,0,33.2,12,2.766666667,2,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,NA,0,0,0,0,0,,,
13,A,cold,none,UK,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,measured,19,0.8,30-Apr,14,18.2,25.5,3.6,28.2,15,0,0,90.5,6.464285714,1,1,0,1,0,202,1.671,0.962,1.381,3.922,NA,NA,NA,NA,0,,,
13,B,hot,none,R,DPH14,6,24.2,4,5.1,1,1,NA,NA,NA,NA,NA,12,NA,NA,NA,0,0,0,1,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,NO PUNCH,,
13,B,hot,none,B,MML17,6,72,5,6,3,3,5,4.5,0,0,9.5,12,0.791666667,5,6,0,0,0,0,measured,32,0.8,27-Apr,11,9.5,1.8,12.8,10.5,0,0,0,34.6,3.145454545,1,1,1,1,0,63,1.06,0.19,1.088,0.678,1,0,0,0,1,,,
13,C,cold,clip,R,DPH14,5,36.5,5,3.6,2,2,12,1,0,0,13,12,1.083333333,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,PUNCHED SIDE SHOOT,,
13,C,cold,clip,B,MML17,5,57.2,4,4.6,1,2,8,21,0,0,29,12,2.416666667,4,4,0,0,0,NA,measured,2,0.2,30-Apr,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,205,0.011,NA,0.072,0.123,NA,NA,NA,NA,0,B and/or R grazed after 2nd clip,,
13,C,cold,clip,UK-2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,measured,2,0.3,30-Apr,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,206,0.011,NA,0.086,0.124,NA,NA,NA,NA,0,,,
13,D,hot,clip,R,DPH14,6,37,4,5,2,3,28,25,0,0,53,12,4.416666667,NA,NA,0,0,0,1,dead,0,0,3-May,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
13,D,hot,clip,B,MML17,6,59.6,4,4.7,1,2,27.5,32,5.6,0,65.1,12,5.425,5,4,0,0,0,0,measured,1,0.3,3-May,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,251,0.013,0,0.148,0.064,0,1,0,0,1,,,
14,A,cold,none,R,CCS17,5,62.5,3,5.5,2,3,6,13,27.5,0,46.5,12,3.875,NA,NA,0,0,0,0,measured,10,0.8,30-Apr,14,20.2,23.2,13.3,12.8,0,0,0,69.5,4.964285714,0,0,0,0,0,164,1.064,0.644,0.761,0.777,0,0,0,0,1,,,
14,A,cold,none,B,WPL05,5,34.4,5,5,2,3,15,13.5,1,0,29.5,12,2.458333333,5,9,0,0,0,0,measured,5,0.7,30-Apr,14,17,14,3,16.5,12.8,0,0,63.3,4.521428571,0,0,0,0,0,165,0.359,0.245,0.147,0.09,0,0,0,0,1,,,
14,B,hot,none,R,CCS17,6,58.1,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
14,B,hot,none,B,WPL05,6,28.4,3,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,dead,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
14,C,cold,clip,R,CCS17,5,92.5,6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
14,C,cold,clip,B,WPL05,5,44.5,6,6,2,2,16.2,10.3,1.6,0,28.1,12,2.341666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
14,D,hot,clip,R,CCS17,6,52.6,3,2,2,2,20,35,0,0,55,12,4.583333333,NA,NA,0,0,0,0,measured,3,0.6,27-Apr,11,17.6,9.9,7.2,16.5,0,0,0,51.2,4.654545455,0,0,0,0,0,104,0.152,0.079,0.135,0.165,0,0,0,0,1,,,
14,D,hot,clip,B,WPL05,6,47.1,4,6,1,3,34,28.5,0,0,62.5,12,5.208333333,4,4,0,0,0,1,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
15,A,cold,none,B,CCS09,5,25.9,5,4.5,1,1,7,7.75,0,0,14.75,12,1.229166667,2,1,0,0,0,0,measured,2,0.6,27-Apr,11,11.8,7.4,2.3,0,0,0,0,21.5,1.954545455,0,0,0,1,0,94,0.067,0.039,0.028,0.017,0,0,0,0,3,,,
15,A,cold,none,R,MML15,5,29.5,6,5,1,2,10,2,0,0,12,12,1,NA,NA,0,0,0,1,dead,0,0,27-Apr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
15,B,hot,none,B,CCS09,6,23.3,6,4.1,1,1,2,6,17,0,25,12,2.083333333,1,1,0,0,0,0,measured,3,0.7,29-Apr,13,6.4,11,18.3,15.3,0,0,0,51,3.923076923,0,0,0,0,0,158,0.234,0.197,0.076,0.054,0,0,0,0,3,,,
15,B,hot,none,R,MML15,6,28,5,3.6,1,1,0,0,0,0,0,12,0,0,0,0,0,1,1,dead,0,0,29-Apr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,"SAD, VERY SAD, AT TRANSPLANT",,
15,C,cold,clip,B,CCS09,5,39.1,6,4.2,1,3,14,7.5,0.2,0,21.7,12,1.808333333,4,3,0,0,0,1,dead,0,0,23-Apr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,,,
15,C,cold,clip,R,MML15,5,33,5,5.2,1,2,2.2,9.5,3,0,14.7,12,1.225,NA,NA,0,0,0,0,measured,4,0.6,23-Apr,7,1.2,2.9,6.1,6.2,0,0,0,16.4,2.342857143,1,0,0,0,0,9,0.173,0.038,0.251,0.074,1,1,0,0,3,,,
15,D,hot,clip,B,CCS09,6,28.5,4,4.1,1,2,18.7,14.6,15.1,0,48.4,12,4.033333333,4,3,0,0,0,1,dead,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,not punched after clipping - grazed,,
15,D,hot,clip,R,MML15,6,39.5,4,3.9,1,3,6.6,6.8,0,0,13.4,12,1.116666667,NA,NA,0,0,0,0,measured,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,NA,0.04,0,0.079,0.064,0,0,0,0,3,,,
16,A,cold,none,B,MMS08,7,58.4,5,5.9,2,4,25.2,15.9,0,0,41.1,12,3.425,7,10,0,0,0,0,measured,7,0.8,23-Apr,7,4.3,5,8,8,0,0,0,25.3,3.614285714,1,0,2,1,0,25,1.178,0.175,0.618,0.24,0,0,0,0,1,,,
16,A,cold,none,R,MMS17,7,44.7,4,5.8,2,2,12.1,13,1.2,0,26.3,12,2.191666667,NA,NA,0,0,0,0,measured,17,0.9,23-Apr,7,9,8,5.7,0,0,0,0,22.7,3.242857143,1,0,1,1,0,26/23,1.426,0.298,0.903,0.374,0,0,0,0,1,,,
16,B,hot,none,B,MMS08,8,67.8,3,5.1,1,3,9.2,17.9,41.2,0,68.3,12,5.691666667,7,13,0,0,0,0,measured,20,1,30-Apr,14,23.5,20.7,16.6,13.5,12,0,0,86.3,6.164285714,1,0,1,1,0,179,1.754,0.917,2.539,1.412,0,0,0,0,0,,,
16,B,hot,none,R,MMS17,8,20.2,3,5.7,1,2,2.9,20.6,34.9,0,58.4,12,4.866666667,NA,NA,0,0,0,0,measured,9,0.9,30-Apr,14,18,10.8,17.2,6.5,0,0,0,52.5,3.75,0,0,1,0,0,177,0.526,0.394,0.96,0.465,0,1,0,0,0,,,
16,B,hot,none,UK,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,measured,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,0.068,0.029,0.059,0.045,NA,NA,NA,NA,0,,,
16,C,cold,clip,B,MMS08,7,73.1,5,6,2,3,7.5,26,9,0,42.5,12,3.541666667,7,12,0,0,0,0,measured,14,0.7,29-Apr,13,13.2,18,0,0,0,0,0,31.2,2.4,1,0,0,0,0,119/120/121,0.659,0.303,1.043,1.395,0,0,0,0,1,,,
16,C,cold,clip,R,MMS17,7,30.6,4,5.1,1,2,8,13.5,28,0,49.5,12,4.125,NA,NA,0,0,0,1,dead,0,0,29-Apr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
16,D,hot,clip,B,MMS08,8,56.1,4,5.9,1,2,3.2,31.4,18.5,0,53.1,12,4.425,9,8,0,0,0,0,measured,5,0.6,29-Apr,13,23.7,21.7,13.6,12,9.5,0,0,80.5,6.192307692,1,0,1,0,0,130,0.211,0.062,0.287,0.17,0,0,0,0,1,,,
16,D,hot,clip,R,MMS17,8,37.7,4,4,2,3,43,28.1,0,0,71.1,12,5.925,NA,NA,0,0,0,0,measured,9,0.8,29-Apr,13,25.1,22.9,31.2,38.3,11.7,6.5,1.4,137.1,10.54615385,1,0,0,0,0,129,0.57,0.37,0.677,0.441,0,0,0,0,1,,,
17,A,cold,none,B,MML12,7,63.4,5,4.7,2,3,28.2,2,0,0,30.2,12,2.516666667,6,8,0,0,0,0,measured,16,0.8,2-May,16,19,13.2,21.5,7.5,0,0,0,61.2,3.825,1,0,2,0,0,236,0.765,0.515,0.931,0.366,0,0,0,0,1,,,
17,A,cold,none,R,WPL12,7,44.1,3,6,1,1,13,8.1,0,0,21.1,12,1.758333333,NA,NA,0,0,0,0,measured,9,0.6,2-May,16,19,20,10.2,9.7,0,0,0,58.9,3.68125,1,0,1,0,0,235,0.364,0.303,0.439,0.383,0,0,0,0,1,,,
17,B,hot,none,B,MML12,8,42.9,3,3.8,1,3,31,35,6,1,73,12,6.083333333,6,10,0,0,0,0,measured,13,0.8,27-Apr,11,17.9,5,14,16,10.1,4.6,2.3,69.9,6.354545455,1,1,0,1,0,95/97,1.559,0.509,1.035,0.407,0,0,0,1,1,broke one shoot off B or R,,
17,B,hot,none,R,WPL12,8,50.9,4,4.4,1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,0,0,0,0,measured,1,0.7,27-Apr,11,4.5,21,7.8,17.8,9.7,0,0,60.8,5.527272727,0,0,0,1,0,96,0.218,0.102,0.058,0.043,0,0,0,1,1,NOT PUNCHED,,
17,C,cold,clip,B,MML12,7,59.6,5,4.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
17,C,cold,clip,R,WPL12,7,64.6,4,4.2,0,2,11.9,9.5,6.8,0,28.2,12,2.35,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
17,D,hot,clip,B,MML12,8,45.8,4,6,1,2,10.5,22.9,10.5,0,43.9,12,3.658333333,5,5,0,0,0,0,measured,3,0.6,30-Apr,14,1.9,13.7,10.2,9.7,0,0,0,35.5,2.535714286,1,0,0,1,0,181,0.13,0.124,0.153,0.084,0,0,0,0,1,,,
17,D,hot,clip,R,WPL12,8,73.1,5,3.4,1,1,26,27.6,0,0,53.6,12,4.466666667,NA,NA,0,0,0,0,measured,3,0.7,30-Apr,14,15.9,5.8,20.8,4.7,0,0,,47.2,3.371428571,0,0,0,1,0,180,0.104,0.109,0.114,0.133,0,0,0,0,1,,,
18,A,cold,none,R,MML17,7,63.5,5,6,2,2,5.4,22.1,10.5,0,38,12,3.166666667,NA,NA,0,0,0,0,measured,9,0.9,27-Apr,11,16.8,3.1,3.7,21.2,16.7,0,0,61.5,5.590909091,1,1,1,1,0,58,1.422,0.325,0.948,0.361,0,0,0,0,1,,,
18,A,cold,none,B,MMS10,7,32.5,3,6,2,4,23.4,10.4,0,0,33.8,12,2.816666667,NA,10,0,0,0,0,measuerd,11,1,27-Apr,11,20.2,4.8,8.5,11.7,19.9,22.9,0,88,8,0,1,1,1,0,59,0.97,0.37,0.266,NA,0,1,0,0,1,,,
18,B,hot,none,R,MML17,8,77.4,5,3.4,3,3,26.8,37.6,5,0,69.4,12,5.783333333,NA,NA,0,0,0,0,measured,41,0.9,30-Apr,14,20.5,5.5,25.1,19.5,8,0,0,78.6,5.614285714,1,0,5,1,0,199,4.979,2.893,3.398,4.238,0,0,0,0,1,,,
18,B,hot,none,B,MMS10,8,45.1,4,6,1,0,0,0,0,0,0,12,0,8,14,1,1,1,1,dead,0,0,30-Apr,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
18,C,cold,clip,R,MML17,7,55.6,6,5.2,2,3,34.6,25.9,0,0,60.5,12,5.041666667,NA,NA,0,0,0,0,measured,4,0.8,23-Apr,7,18.7,18.7,9,8,0,0,0,54.4,7.771428571,0,1,0,0,0,14,0.304,0.232,0.408,0.691,0,0,0,0,1,,,
18,C,cold,clip,B,MMS10,7,34.7,4,6,1,2,15.7,20.1,1.1,0,36.9,12,3.075,9,14,0,0,0,0,measured,3,0.7,23-Apr,7,7.8,9,7.1,0,0,0,0,23.9,3.414285714,1,1,0,0,0,15,0.739,0.61,1.448,0.988,0,0,0,0,1,,,
18,D,hot,clip,R,MML17,8,51.1,3,3.7,1,1,35.9,14.6,10.4,0,60.9,12,5.075,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
18,D,hot,clip,B,MMS10,8,39.4,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
19,A,cold,none,R,MMH15,7,35.2,4,6,1,2,13.1,7.8,0,0,20.9,12,1.741666667,0,0,0,1,1,1,dead,21,1.1,30-Apr,14,6,12.1,7.4,22.9,5.4,19.5,24.9,98.2,7.014285714,1,0,5,1,0,176,2.159,1.392,2.199,1.042,0,0,0,0,0,,,
19,A,cold,none,B,red,7,84.9,6,6,2,1,6.4,20.1,12.4,0,38.9,12,3.241666667,5,8,0,0,0,1,dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,,,
19,B,hot,none,R,MMH15,8,32.5,3,6,2,2,7.5,0,0,0,7.5,12,0.625,2,4,0,0,0,0,measured,9,0.7,3-May,17,16,1.7,7,18.4,9.3,0,0,52.4,3.082352941,1,1,0,1,0,261,0.45,0.435,0.389,0.274,0,0,0,0,1,,,
19,B,hot,none,B,red,8,69.5,6,5.9,2,1,6,0,0,0,6,12,0.5,0,0,0,1,1,1,dead,0,0,3-May,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,,,
19,C,cold,clip,R,MMH15,7,23.6,3,4.9,2,2,1,7,0,0,8,12,0.666666667,NA,NA,0,0,0,0,measured,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,281/282,0.126,0,0.044,0.021,0,1,0,0,1,,,
19,C,cold,clip,B,red,7,86.6,6,4.5,2,1,19,10,0,0,29,12,2.416666667,2,4,0,0,0,1,dead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.558,0,1,0,0,0,1,TERM SHOOT DEAD,,
19,D,hot,clip,R,MMH15,8,39.1,5,5,1,2,12,9,0,0,21,12,1.75,NA,NA,0,0,0,0,measured,3,0.7,3-May,17,15.9,9.5,11,0,0,0,0,36.4,2.141176471,0,0,0,0,0,260,0.064,0.068,0.06,0.028,0,0,0,0,1,,,
19,D,hot,clip,B,red,8,83.6,5,5.2,2,2,24.5,23.8,0,0,48.3,12,4.025,7,8,0,0,0,0,measured,5,0.7,3-May,17,13,18,8,19.5,0,0,0,58.5,3.441176471,0,0,1,0,0,259,0.275,0.247,NA,NA,0,0,0,0,1,B and/or R grazed after 2nd clip,,
20,A,cold,none,R,DPS09,7,64.2,4,4.4,2,1,9.3,5.1,0,0,14.4,12,1.2,NA,NA,0,0,0,0,measured,11,0.9,27-Apr,11,6.6,13.5,6.2,13.7,2.7,0,0,42.7,3.881818182,0,1,0,1,0,"70,64",1.114,0.397,0.621,0.374,0,0,0,0,3,,,
20,A,cold,none,B,WPS09,7,38.2,2,1.8,2,4,2.3,15.7,7.7,0,25.7,12,2.141666667,7,11,0,0,0,0,measured,14,0.7,27-Apr,11,2,8.8,7.5,11.2,0,0,0,29.5,2.681818182,1,1,0,1,0,62,1.054,0.387,0.604,0.528,0,0,0,0,3,,,
20,B,hot,none,R,DPS09,8,74.6,3,4.9,3,3,9.9,13.6,0,0,23.5,12,1.958333333,NA,NA,0,0,0,0,measured,12,0.7,30-Apr,14,6.3,13,10.6,13.9,4,7.6,6.7,62.1,4.435714286,1,0,2,0,2,221,1.83,0.48,0.83,1.409,0,0,0,0,3,SIDE SHOOT PUNCHED,,
20,B,hot,none,B,WPS09,8,36,3,3.4,1,1,22.4,16.4,0,0,38.8,12,3.233333333,10,15,0,0,0,0,measured,14,0.6,30-Apr,14,1.5,11.3,9.8,0.8,15.5,10.8,10,59.7,4.264285714,1,1,2,1,0,220,0.788,0.556,0.593,1.042,0,0,0,0,3,,,
20,C,cold,clip,R,DPS09,7,59.7,4,4.5,3,5,11.1,7.9,0,0,19,12,1.583333333,NA,NA,0,0,0,0,measured,18,0.4,27-Apr,11,10,6.1,10.5,0,0,0,0,26.6,2.418181818,0,0,0,0,0,75,0.178,0.057,0.256,0.246,0,0,0,0,3,,,
20,C,cold,clip,B,WPS09,7,50.9,4,2.2,2,4,9.8,17.4,2.9,0,30.1,12,2.508333333,11,13,0,0,0,0,measured,30,0.8,27-Apr,11,13.6,1,11.5,10.8,16.1,0,0,53,4.818181818,1,1,0,0,0,81/82,0.567,0.24,0.425,0.447,0,0,0,0,3,B and/or R grazed after 2nd clip,,
20,D,hot,clip,R,DPS09,8,60.5,3,3.8,2,3,23.5,9.4,0,0,32.9,12,2.741666667,NA,NA,0,0,0,0,measured,2,0.25,29-Apr,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,159,0.019,0,0.037,0.088,0,0,0,0,3,,,
20,D,hot,clip,B,WPS09,8,48.7,3,2.6,2,3,13.6,20.4,0.4,0,34.4,12,2.866666667,7,9,0,0,0,0,measured,1,0.3,29-Apr,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,157,0.017,0,0.032,0.025,0,0,0,0,3,B or R not punched,,
21,A,cold,none,R,DPL10,9,77.9,5,4,3,3,23.8,18.1,0,0,41.9,12,3.491666667,NA,NA,0,0,0,0,measured,16,1,23-Apr,7,10.4,5.1,6,10.3,5.5,0,0,37.3,5.328571429,1,1,1,1,0,"35/32,36,33",3.69,0.802,2.107,1.149,0,0,0,1,1,,,
21,A,cold,none,B,DPS19,9,77.3,4,6,2,4,7.5,19.5,9.7,0,36.7,12,3.058333333,12,19,0,0,0,0,measured,24,0.9,23-Apr,7,6,7.9,10.1,8.2,0,0,0,32.2,4.6,0,0,2,1,1,34/31,5.36,0.825,1.608,1.05,0,0,0,1,1,broke 1 shoot (either B or R),,
21,B,hot,none,R,DPL10,10,63.1,4,3.4,2,2,26.3,13.8,0,0,40.1,12,3.341666667,NA,NA,0,0,0,0,measured,11,0.9,4-May,18,7,18.5,12,24.3,0,0,0,61.8,3.433333333,1,0,3,0,0,285,1.212,0.698,0.94,0.728,0,0,0,0,1,,,
21,B,hot,none,B,DPS19,10,57.2,5,5,2,2,1.5,11.5,0,0,13,12,1.083333333,5,5,0,0,0,0,measured,3,0.7,4-May,18,9,19.8,10,21.2,0,0,0,60,3.333333333,1,0,0,0,0,286,0.262,0.16,0.172,0.089,0,1,0,0,1,B and/or R grazed after 2nd clip,,
21,C,cold,clip,R,DPL10,9,81.7,5,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
21,C,cold,clip,B,DPS19,9,54.9,5,4.4,1,4,26.5,24.9,2.8,0,54.2,12,4.516666667,NA,NA,0,0,0,NA,metab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,,,
21,D,hot,clip,R,DPL10,10,56.8,4,4.2,2,2,16.5,1,0,0,17.5,12,1.458333333,NA,NA,0,0,0,0,measured,2,0.7,30-Apr,14,1.7,2.3,1.8,18.5,2.6,7.2,32,66.1,4.721428571,0,0,1,1,0,187,0.185,0.115,0.129,0.113,0,0,0,0,1,,,
21,D,hot,clip,B,DPS19,10,49.4,6,6,1,1,16,2.5,0,0,18.5,12,1.541666667,3,4,0,0,0,0,measured,1,0.5,30-Apr,14,4.8,9.2,11.8,2.5,0,0,0,28.3,2.021428571,1,0,0,0,0,191,0.074,0.036,0.071,0.069,0,0,0,0,1,,,
22,A,cold,none,R,green,9,81.4,5,4.7,1,2,10.6,15.9,29.5,0.7,56.7,12,4.725,NA,NA,0,0,0,0,measured,14,1.1,30-Apr,14,3.1,20.8,20.1,8,26,9.7,17.4,105.1,7.507142857,1,0,3,1,0,203/204,3.007,1.429,2.021,2.026,0,0,0,0,3,REPLANTED,,
22,A,cold,none,B,MMH07,9,42.6,5,3.5,3,3,14.9,17,0.9,0,32.8,12,2.733333333,8,14,0,0,0,0,measured,12,0.8,30-Apr,14,5.2,4.1,14.4,8.5,16.5,0,0,48.7,3.478571429,1,0,2,1,0,200,0.646,0.541,0.618,1.336,0,0,0,0,3,,,
